feature,importance
tfidf_moment,2.4288415908813477
cast_Jason Segel,2.428386688232422
cast_Madeline Kahn,2.4271514415740967
tfidf_deadly,2.4268710613250732
company_Company Films,2.416593551635742
cast_Muthu Raman,2.4158902168273926
cast_Eddie Albert,2.4154489040374756
tfidf_fall,2.4116971492767334
tfidf_outside,2.4070913791656494
tfidf_life,2.406264543533325
tfidf_discovering,2.4035727977752686
tfidf_lottery,2.4023818969726562
tfidf_occupied,2.4014954566955566
tfidf_small,2.4014484882354736
tfidf_look,2.3985631465911865
tfidf_starts,2.398369312286377
cast_Taylor Negron,2.3983187675476074
cast_Martha Girvin,2.398158073425293
company_CBN Film Productions,2.396740198135376
tfidf_sinister,2.3967125415802
cast_Ray Winstone,2.3932266235351562
tfidf_prior,2.3929011821746826
tfidf_including,2.3925881385803223
cast_Bill Hader,2.391761541366577
company_SSFdR Project,2.3904037475585938
cast_Fiona Shaw,2.3902320861816406
company_Birsel Film,2.3899307250976562
tfidf_save,2.388275623321533
cast_George J. Manos,2.383707046508789
cast_Post Malone,2.3822553157806396
tfidf_like,2.380838632583618
tfidf_brink,2.37506103515625
tfidf_kills,2.3746964931488037
tfidf_names,2.371363639831543
cast_Vanessa Hudgens,2.36929988861084
tfidf_unknown,2.3692445755004883
tfidf_relationship,2.363313674926758
company_Stoney Lake Entertainment,2.3608579635620117
cast_Alfre Woodard,2.360485076904297
tfidf_jewish,2.35945463180542
tfidf_eccentric,2.3582725524902344
cast_Billy Concha,2.357210874557495
company_Silver Reel,2.357121467590332
tfidf_streets,2.3454506397247314
tfidf_older,2.3401641845703125
tfidf_frankenstein,2.3389267921447754
genre_Science Fiction,2.337521553039551
company_Indie Rights,2.334254741668701
company_Sri Kala International,2.334062099456787
company_MIG Media Company,2.3297219276428223
tfidf_hours,2.3222529888153076
cast_Ernie Hudson,2.314481735229492
tfidf_superior,2.3132290840148926
tfidf_fascinated,2.3126492500305176
tfidf_untold,2.3120274543762207
tfidf_misfits,2.310529947280884
tfidf_steal,2.308823585510254
tfidf_performing,2.304579734802246
tfidf_john,2.2997024059295654
tfidf_compete,2.299546957015991
tfidf_chase,2.298574686050415
cast_Victor Dobronravov,2.297818660736084
cast_Mike Wilson,2.297758102416992
tfidf_seeking,2.297696113586426
tfidf_ways,2.2946884632110596
tfidf_dog,2.288668155670166
cast_Vicky Caesar Elang Palar,2.286343574523926
tfidf_mortal,2.2851665019989014
cast_Morgan Freeman,2.2850165367126465
company_MM2 Entertainment,2.284972667694092
company_Sony Pictures,2.2848074436187744
cast_Yekaterina Kopanova,2.284796714782715
tfidf_core,2.2844581604003906
cast_William Tannen,2.283226490020752
company_Whiplash Films,2.2812070846557617
cast_Ken Christy,2.279214859008789
company_Televisa,2.2774810791015625
tfidf_dark,2.276693344116211
cast_Rick D. Wasserman,2.2745532989501953
tfidf_appears,2.2715260982513428
tfidf_using,2.2711803913116455
tfidf_brother,2.269927501678467
cast_Ekaterina Kuznetsova,2.2678229808807373
tfidf_things,2.266118288040161
company_Dune Entertainment III,2.2648420333862305
tfidf_irish,2.2620058059692383
tfidf_president,2.2598519325256348
company_Blue Crow Productions,2.2596583366394043
company_K N M & Percy Pictures,2.2592411041259766
company_Famous Players,2.2588348388671875
tfidf_sight,2.2584781646728516
tfidf_future,2.256138801574707
cast_Jonathan Feyer,2.254016876220703
cast_Christian Boeving,2.252861738204956
tfidf_means,2.2502403259277344
cast_Tom Kane,2.249366521835327
tfidf_park,2.2485125064849854
tfidf_tales,2.248173236846924
cast_Tom McGrath,2.247373580932617
cast_Alice Pitman,2.24267578125
cast_Frank C. Turner,2.2379846572875977
tfidf_especially,2.237588882446289
tfidf_laura,2.2368721961975098
cast_M. S. Bhaskar,2.235027313232422
cast_Prem Kumar,2.2335355281829834
cast_Marlon Wayans,2.233396053314209
company_Tokyo FM,2.233336925506592
tfidf_17th,2.2326765060424805
cast_Deborah Offner,2.2326583862304688
tfidf_distant,2.232628107070923
tfidf_bears,2.2294678688049316
cast_Pierre Watkin,2.2289645671844482
tfidf_overcome,2.2275588512420654
tfidf_nevaeh,2.226252555847168
cast_Geoff Stults,2.2260677814483643
tfidf_possesses,2.225084066390991
tfidf_heroes,2.2202253341674805
company_Lucky Red,2.2190680503845215
tfidf_beliefs,2.214733600616455
tfidf_chicago,2.21379017829895
tfidf_underground,2.2127559185028076
cast_Anthony Mackie,2.2109947204589844
tfidf_friendship,2.2109127044677734
tfidf_odyssey,2.209935188293457
cast_Deron McBee,2.2042031288146973
tfidf_knows,2.202493906021118
tfidf_war,2.2001726627349854
tfidf_named,2.198195219039917
cast_Vladimir Zaytsev,2.1963043212890625
tfidf_mona,2.194279432296753
tfidf_thinks,2.19109845161438
tfidf_jason,2.1872785091400146
tfidf_enterprise,2.1870758533477783
company_Liberty University,2.186494827270508
cast_Heather Graham,2.1840100288391113
tfidf_faith,2.1809639930725098
company_Starant Studios,2.1809253692626953
cast_Melvyn Douglas,2.1808576583862305
cast_Rami Malek,2.178009033203125
cast_Steve Buscemi,2.176480293273926
tfidf_enemies,2.1757588386535645
tfidf_girls,2.174159049987793
tfidf_allowed,2.1724720001220703
tfidf_threat,2.1700937747955322
cast_Randy Quaid,2.16790771484375
company_Nu Image,2.1643526554107666
tfidf_contend,2.1610679626464844
company_academia audioplace,2.1609363555908203
cast_Paul Rudd,2.1584930419921875
tfidf_25,2.1569530963897705
tfidf_bride,2.1566638946533203
tfidf_strength,2.155238151550293
tfidf_gives,2.1550254821777344
company_Shirogumi,2.1542115211486816
tfidf_weeks,2.1530826091766357
tfidf_destroyed,2.1529574394226074
cast_John George,2.152881145477295
tfidf_women,2.152614116668701
cast_Richard Miro,2.150157928466797
tfidf_bandit,2.1500401496887207
tfidf_midst,2.149690866470337
cast_Jayaprakash Reddy,2.1492156982421875
company_Dimension Films,2.148752212524414
cast_Dawn Chubai,2.148386001586914
tfidf_brittany,2.1478798389434814
tfidf_tell,2.146683931350708
lang_tl,2.1465699672698975
company_Eon Productions,2.1464462280273438
tfidf_new,2.146195411682129
tfidf_destiny,2.143425941467285
tfidf_title,2.1433138847351074
tfidf_average,2.1392197608947754
cast_Michael Papajohn,2.1346967220306396
tfidf_sexual,2.134077548980713
tfidf_dashing,2.1339008808135986
tfidf_tumultuous,2.1291892528533936
cast_Lisa Vischer,2.126030921936035
cast_Robert Mitchum,2.1258926391601562
tfidf_jenny,2.1257457733154297
tfidf_spirited,2.1248247623443604
cast_Kurt Angle,2.124466896057129
tfidf_real,2.12377667427063
tfidf_female,2.1220102310180664
tfidf_helping,2.1219065189361572
tfidf_truly,2.1204521656036377
tfidf_wait,2.1187071800231934
cast_Idris Elba,2.116448163986206
cast_Jess Harnell,2.116020679473877
cast_Claude Van Damme,2.1149988174438477
tfidf_neglects,2.114643096923828
tfidf_set,2.1120729446411133
tfidf_oregon,2.110748767852783
tfidf_traveling,2.1098945140838623
tfidf_doctor,2.109619379043579
revenue,2.1049370765686035
tfidf_good,2.102994441986084
company_Paradox Spillefilm,2.102992057800293
cast_Peter McRobbie,2.102362632751465
tfidf_going,2.1011314392089844
tfidf_german,2.0972142219543457
company_Jeno Teno Film,2.093325614929199
cast_Larry Miller,2.0910325050354004
tfidf_seductive,2.0902650356292725
tfidf_possibly,2.088168144226074
tfidf_vegas,2.0874578952789307
cast_Juliette Binoche,2.086167335510254
tfidf_11,2.0847482681274414
tfidf_write,2.0829567909240723
tfidf_drama,2.081655740737915
tfidf_kingdom,2.080371618270874
cast_William H. O'Brien,2.0801618099212646
tfidf_san,2.0796782970428467
tfidf_jack,2.0779013633728027
tfidf_art,2.077681064605713
tfidf_la,2.0772180557250977
lang_fr,2.0699286460876465
cast_Antoine Diquéro,2.066661834716797
tfidf_throne,2.063588857650757
tfidf_historical,2.063582420349121
cast_Nawazuddin Siddiqui,2.060758590698242
cast_hoon,2.058310031890869
tfidf_presence,2.05810546875
cast_Emma Stone,2.0565242767333984
cast_Ken Anthony II,2.055790901184082
tfidf_chance,2.0530498027801514
tfidf_talented,2.0519607067108154
cast_Charles Trowbridge,2.051842212677002
tfidf_member,2.05078125
cast_Ravshana Kurkova,2.0504651069641113
tfidf_lord,2.048715114593506
company_Marvel Enterprises,2.0482521057128906
company_Borderline Entertainment,2.045921802520752
cast_Keanu Reeves,2.0443363189697266
tfidf_mysteriously,2.041334867477417
tfidf_touching,2.0329954624176025
tfidf_china,2.030510425567627
tfidf_bond,2.0298995971679688
tfidf_creating,2.0293946266174316
company_Wild Bunch,2.0269289016723633
cast_Jeff Daniel Phillips,2.021989583969116
tfidf_promises,2.02109694480896
tfidf_21st,2.0201222896575928
tfidf_identity,2.0167226791381836
cast_Linda Blair,2.0119943618774414
tfidf_live,2.0111467838287354
tfidf_course,2.0068767070770264
cast_Ana Malhoa,2.0054798126220703
tfidf_camera,2.0050852298736572
tfidf_crime,2.0047621726989746
company_Bazelevs Production,2.004439353942871
cast_Alexandra Richter,1.9975147247314453
tfidf_broken,1.9946839809417725
company_Guacamaya Films,1.9939212799072266
tfidf_develop,1.992139220237732
tfidf_kill,1.9911307096481323
tfidf_london,1.9879058599472046
tfidf_married,1.9843093156814575
cast_Zac Efron,1.9816436767578125
tfidf_saved,1.9792627096176147
tfidf_spirit,1.9780445098876953
tfidf_business,1.973140001296997
company_Destination Films,1.967855453491211
company_Total Entertainment,1.962937593460083
tfidf_tragic,1.9618065357208252
cast_Da Brat,1.9614442586898804
cast_Alex Daniels,1.95574951171875
tfidf_social,1.9555261135101318
company_Unification Church,1.9551830291748047
cast_Kevin Chapman,1.9466207027435303
cast_Russ Powell,1.946526050567627
tfidf_st,1.944433569908142
cast_John Abraham,1.9285138845443726
tfidf_joy,1.9276427030563354
company_Clausen Film,1.9269787073135376
company_Filmax,1.9255919456481934
cast_J.K. Simmons,1.9200897216796875
company_Provident Films,1.9195040464401245
cast_Jacqueline Bisset,1.9110389947891235
tfidf_turn,1.9086986780166626
cast_Neil Patrick Harris,1.9059209823608398
tfidf_seeks,1.9056205749511719
tfidf_finding,1.9027496576309204
cast_Sunny Sandler,1.9002915620803833
cast_Yuriy Tsurilo,1.8982372283935547
tfidf_ambition,1.8975753784179688
company_Red Chillies Entertainment,1.894308090209961
tfidf_teenager,1.890110969543457
cast_Leslie Carlson,1.8879656791687012
tfidf_cinema,1.8876651525497437
tfidf_building,1.8870670795440674
cast_Richard Ng,1.8867813348770142
tfidf_old,1.886074423789978
cast_Richard Tyson,1.8857743740081787
cast_Jean Rochefort,1.8856909275054932
genre_Family,1.8844748735427856
company_ZDF,1.8834447860717773
company_Monumental Pictures,1.8833818435668945
tfidf_faithful,1.8793144226074219
tfidf_chronicles,1.8776382207870483
cast_Frank Oz,1.8767629861831665
tfidf_godzilla,1.8755779266357422
cast_William Mapother,1.8713668584823608
tfidf_help,1.8706011772155762
company_Jack Rollins & Charles H. Joffe Productions,1.8699018955230713
tfidf_lady,1.8662152290344238
cast_Khristian Lupo,1.8653192520141602
cast_Christopher Curry,1.8632020950317383
cast_Evan Richards,1.8620529174804688
tfidf_white,1.8607674837112427
tfidf_news,1.8546820878982544
tfidf_turns,1.8541187047958374
company_Det Danske Filminstitut,1.8540821075439453
tfidf_invasion,1.853234052658081
tfidf_lives,1.8487962484359741
tfidf_forces,1.844979166984558
tfidf_sexually,1.8406038284301758
tfidf_crazy,1.8400495052337646
tfidf_ancient,1.8350412845611572
company_Blue Sky Studios,1.833587646484375
tfidf_shadowy,1.833211898803711
company_khane film,1.829371452331543
tfidf_children,1.8179950714111328
tfidf_discovered,1.8174035549163818
cast_Amy Sedaris,1.8128128051757812
tfidf_encounter,1.8110729455947876
cast_Jaeden Martell,1.8059415817260742
company_AVA Productions,1.8010557889938354
tfidf_journey,1.7896270751953125
cast_Kristen Stewart,1.7893232107162476
company_Amblin Entertainment,1.7881627082824707
tfidf_world,1.7876659631729126
tfidf_boss,1.7828065156936646
tfidf_accused,1.7802581787109375
company_Plan B Entertainment,1.7784271240234375
cast_Bill Murray,1.7766923904418945
cast_John Turturro,1.7719945907592773
tfidf_different,1.7711044549942017
tfidf_perfect,1.7685946226119995
cast_Tom Sturridge,1.7648298740386963
tfidf_job,1.7576377391815186
company_Goldcrest,1.7513952255249023
cast_Quentin Dolmaire,1.7513656616210938
cast_Joaquim de Almeida,1.746514081954956
tfidf_queen,1.7430039644241333
tfidf_investigating,1.741275429725647
company_Keystone Family Pictures,1.7380895614624023
tfidf_tragedy,1.7358729839324951
cast_David Cronenberg,1.7346396446228027
tfidf_machine,1.7296085357666016
company_Carthago Films,1.726593017578125
tfidf_assassin,1.7182462215423584
cast_Courtney B. Vance,1.7132234573364258
tfidf_sun,1.7101140022277832
company_Shotgun Pictures,1.7099733352661133
company_Fukasaku,1.7080943584442139
cast_Kyle MacLachlan,1.7043933868408203
company_Studio Green,1.703150749206543
tfidf_gets,1.7022218704223633
company_HBO Polska,1.699446678161621
tfidf_protect,1.691874623298645
company_Lionsgate,1.6913440227508545
tfidf_thief,1.688144326210022
cast_Margo Martindale,1.6831846237182617
tfidf_hardships,1.6818294525146484
tfidf_friend,1.6799347400665283
tfidf_gangs,1.6777641773223877
tfidf_rampage,1.6776633262634277
tfidf_cat,1.6725614070892334
cast_Keith Sequeira,1.67197585105896
tfidf_dream,1.6700267791748047
company_World Wonder Ring Stardom,1.6678264141082764
company_Sky Sports Box Office,1.6672464609146118
tfidf_era,1.6604173183441162
company_France 2 Cinéma,1.6602001190185547
tfidf_deliver,1.6571143865585327
lang_it,1.6557128429412842
company_Fox Atomic,1.6545486450195312
cast_Jaimie Alexander,1.651519775390625
cast_Karl Glusman,1.6514225006103516
cast_Mary,1.651270866394043
cast_Udo Kier,1.6506104469299316
tfidf_career,1.6502256393432617
tfidf_escape,1.6489936113357544
tfidf_crew,1.6485466957092285
tfidf_fate,1.647172451019287
genre_History,1.6452953815460205
tfidf_bad,1.6433846950531006
cast_William Boyett,1.6392234563827515
tfidf_moves,1.6380345821380615
cast_Marjorie Main,1.6366329193115234
tfidf_fighting,1.6365597248077393
tfidf_accidentally,1.6342849731445312
tfidf_town,1.6319867372512817
tfidf_warrior,1.6299915313720703
tfidf_created,1.6256775856018066
tfidf_general,1.6254515647888184
company_Ian Bryce Productions,1.6247282028198242
cast_Ryan Gosling,1.6242856979370117
cast_Yu,1.622502088546753
tfidf_push,1.6191349029541016
company_Producers Representative Organization,1.6172266006469727
tfidf_game,1.6126432418823242
company_MRC,1.608825445175171
company_Threshold Entertainment,1.6087017059326172
tfidf_victims,1.6038578748703003
tfidf_ultimate,1.6023260354995728
tfidf_dangerous,1.5957074165344238
cast_Carl Mazzocone,1.5942370891571045
company_Millennium Films,1.592491626739502
cast_Mary Kay Place,1.5867557525634766
tfidf_brought,1.5858170986175537
tfidf_england,1.5844135284423828
company_ und Fernsehproduktion (GFF),1.5815553665161133
tfidf_humans,1.5809894800186157
tfidf_convince,1.580490231513977
cast_Amanda Schull,1.5800247192382812
tfidf_theater,1.5795434713363647
tfidf_renegade,1.5757577419281006
cast_Connie Nielsen,1.5750789642333984
cast_hyun,1.574694037437439
company_Artisan Entertainment,1.5737181901931763
cast_J.J. Perry,1.5599900484085083
cast_Nicolas Cage,1.5598701238632202
tfidf_employee,1.5555025339126587
tfidf_meets,1.5553542375564575
tfidf_family,1.5552337169647217
tfidf_confused,1.5542700290679932
tfidf_ray,1.5526292324066162
cast_Scarlett Mellish Wilson,1.5466923713684082
lang_tr,1.5430402755737305
company_Division Films,1.5429401397705078
company_Dark Horse Entertainment,1.5427082777023315
company_Eurimages,1.5400257110595703
tfidf_happens,1.539069414138794
company_HBO,1.5372934341430664
tfidf_long,1.5285592079162598
company_Atlas Entertainment,1.5212098360061646
cast_Jagathy Sreekumar,1.5202617645263672
company_Dillywood,1.5188446044921875
tfidf_trapped,1.5179846286773682
company_Dijital Sanatlar,1.5171194076538086
cast_Amy Poehler,1.515135645866394
tfidf_nations,1.513219952583313
tfidf_defeat,1.5124139785766602
cast_Taylor Lautner,1.5118131637573242
cast_Bhama,1.5092620849609375
tfidf_egypt,1.507215976715088
company_Fox Film Corporation,1.5051965713500977
cast_Callie Hernandez,1.5049737691879272
tfidf_american,1.5025533437728882
cast_Amber Rodriguez,1.4939517974853516
tfidf_york,1.4901803731918335
tfidf_shy,1.487351894378662
tfidf_illegal,1.4856700897216797
cast_Anna Dubrovskaya,1.4835586547851562
company_Universal Pictures,1.4781773090362549
cast_Earnest Hart Jr.,1.4768043756484985
cast_Alex Kapranos,1.4767732620239258
company_Magnificent Tower Film Co.,1.4763126373291016
tfidf_dynasty,1.4747107028961182
company_Phoenix Pictures,1.471254825592041
tfidf_school,1.4677865505218506
tfidf_stolen,1.4671061038970947
cast_Cheech Marin,1.4594240188598633
tfidf_lost,1.4587124586105347
tfidf_boy,1.4581573009490967
cast_Alexander Skarsgård,1.4534492492675781
tfidf_arrives,1.4449422359466553
tfidf_true,1.4439908266067505
tfidf_gangster,1.442556381225586
company_Alpamayo Entertainment,1.4374008178710938
cast_Rebel Wilson,1.4367018938064575
company_Pyromid Pictures,1.4365862607955933
cast_Sofía Vergara,1.4339909553527832
tfidf_happy,1.4338213205337524
cast_Ian McKellen,1.4333107471466064
tfidf_europe,1.4331954717636108
cast_B.J. Novak,1.4317474365234375
tfidf_businessman,1.4316062927246094
tfidf_answers,1.427189826965332
tfidf_father,1.42007315158844
tfidf_centered,1.4195668697357178
company_Latvijas Kultūras akadēmija,1.4160199165344238
cast_Mark Wahlberg,1.4115266799926758
tfidf_suspect,1.409914493560791
cast_Rosanna Arquette,1.408310890197754
cast_Dennis Keiffer,1.4063795804977417
company_Broad Green Pictures,1.405036449432373
company_EM Media,1.4048776626586914
tfidf_killing,1.4031639099121094
tfidf_build,1.4010050296783447
tfidf_care,1.4006359577178955
cast_Frank Welker,1.3995453119277954
cast_Myrna Loy,1.3987855911254883
company_Film4 Productions,1.393961787223816
tfidf_takes,1.3923205137252808
cast_Aasif Mandvi,1.3888320922851562
cast_Danny Aiello,1.3840501308441162
company_Iranian Independents,1.3796175718307495
cast_Kellan Lutz,1.3759589195251465
cast_Hugh Laurie,1.3722132444381714
tfidf_kidnapping,1.3714405298233032
tfidf_wedding,1.3708900213241577
tfidf_charlie,1.3702714443206787
company_New Regency Pictures,1.3698259592056274
company_Felix Cinematorgrafica,1.3686943054199219
company_Legendary Pictures,1.3681063652038574
tfidf_just,1.3650987148284912
cast_Siddique,1.3650739192962646
tfidf_embarks,1.3646526336669922
tfidf_away,1.3639776706695557
cast_Nathan Fillion,1.3628270626068115
cast_Jan Rabson,1.3590431213378906
tfidf_partner,1.3589930534362793
tfidf_star,1.3588165044784546
tfidf_teenage,1.3565336465835571
company_GraceWorks Pictures,1.3559587001800537
tfidf_beasts,1.3527946472167969
cast_Frank Austin,1.3498506546020508
cast_Adam Garcia,1.3429718017578125
tfidf_room,1.3359031677246094
tfidf_universe,1.3344440460205078
tfidf_restore,1.3342094421386719
cast_Leslie Mann,1.3316712379455566
company_Sony Pictures Animation,1.330869436264038
cast_Christelle Cornil,1.3296751976013184
cast_Michael Kenneth Williams,1.328944206237793
tfidf_woman,1.3288697004318237
tfidf_comes,1.3286417722702026
company_Professional Wrestling Alliance,1.3260258436203003
company_iD creations,1.324800729751587
tfidf_monsters,1.322880506515503
tfidf_fears,1.3210108280181885
tfidf_campus,1.3193750381469727
tfidf_middle,1.3172917366027832
cast_Pradeep Ram Singh Rawat,1.3120403289794922
tfidf_young,1.3107898235321045
tfidf_face,1.3101699352264404
cast_Nick Nolte,1.3068907260894775
tfidf_doing,1.3014023303985596
company_Azad Film Company,1.2992477416992188
tfidf_car,1.2978590726852417
cast_Robert Carradine,1.2974181175231934
tfidf_quickly,1.2973344326019287
genre_War,1.2956812381744385
tfidf_desperate,1.2933845520019531
tfidf_defend,1.2911922931671143
tfidf_waiting,1.2907445430755615
cast_Adewale Akinnuoye,1.28900146484375
tfidf_growing,1.2816524505615234
tfidf_self,1.2816295623779297
tfidf_military,1.2803906202316284
cast_Qavi Khan,1.2780314683914185
tfidf_plays,1.2762422561645508
cast_Jean,1.2749265432357788
tfidf_grisly,1.2735965251922607
cast_Arthur Clayton,1.2707586288452148
cast_Al Foster,1.2698222398757935
cast_Nezihe Güler,1.2694005966186523
company_Metro,1.268839716911316
cast_Paul Zies,1.2636665105819702
company_Fidélité Films,1.2625007629394531
cast_Patrick Wilson,1.2521326541900635
cast_Fred Tatasciore,1.2509679794311523
tfidf_hopes,1.2487508058547974
company_Orion Pictures,1.2485101222991943
company_Le Pacte,1.248098373413086
company_Relativity Media,1.239183783531189
tfidf_appear,1.238370418548584
tfidf_vampire,1.2380809783935547
tfidf_descends,1.2349727153778076
cast_Jean Dujardin,1.2348003387451172
cast_Brandon Tynan,1.2328109741210938
tfidf_home,1.2275490760803223
cast_Aitor Legardón,1.2255916595458984
cast_Rob Schneider,1.2244281768798828
tfidf_twin,1.224101185798645
cast_Dylan Kussman,1.2225685119628906
cast_John Schwab,1.2182807922363281
tfidf_conspiracy,1.2139506340026855
genre_Adventure,1.2124712467193604
company_Girl Fight,1.2119582891464233
tfidf_anna,1.2119321823120117
cast_Aaron Paul,1.2118568420410156
tfidf_flying,1.2067067623138428
company_SLM Production Group,1.2065119743347168
tfidf_girlfriend,1.2004109621047974
tfidf_possession,1.198495626449585
company_Ad Hominem Enterprises,1.198347568511963
genre_Fantasy,1.1882542371749878
company_Matt Tolmach Productions,1.1877145767211914
cast_Mukesh Tiwari,1.1843461990356445
tfidf_high,1.1839357614517212
tfidf_personal,1.1823363304138184
genre_Crime,1.1805188655853271
tfidf_civilization,1.180389404296875
tfidf_trip,1.1789050102233887
cast_Ludark Shaitan,1.178548812866211
tfidf_dying,1.177727460861206
tfidf_question,1.1765358448028564
company_Walt Disney Pictures,1.1761720180511475
tfidf_quiet,1.173415184020996
cast_Dean Redman,1.172436237335205
company_Iris Productions,1.172396183013916
tfidf_day,1.1720154285430908
cast_Salman Khan,1.171837568283081
cast_Willem Dafoe,1.170013427734375
company_Dino De Laurentiis Company,1.1685935258865356
tfidf_confederate,1.1677212715148926
tfidf_wizard,1.1645355224609375
tfidf_powers,1.1630864143371582
tfidf_secret,1.1575483083724976
tfidf_fleet,1.1550569534301758
tfidf_christmas,1.1528578996658325
tfidf_attempt,1.1512937545776367
tfidf_15,1.1506633758544922
cast_Amy McKenna,1.1495238542556763
tfidf_slip,1.1484034061431885
tfidf_operative,1.147979736328125
cast_Bryan Anthony,1.1462249755859375
cast_Caroline Breton,1.1437969207763672
cast_Ajay,1.1423230171203613
tfidf_seen,1.141845703125
tfidf_hospital,1.1409235000610352
cast_David Joseph Martinez,1.1357269287109375
tfidf_led,1.1351977586746216
cast_Noah Jupe,1.130192518234253
cast_Mime Gopi,1.1301817893981934
tfidf_battle,1.1298233270645142
tfidf_released,1.127826452255249
tfidf_fight,1.1275304555892944
company_Robert Stigwood Organization (RSO),1.1265106201171875
company_Original Film,1.1207631826400757
tfidf_learns,1.1206779479980469
company_PISF,1.1195707321166992
cast_Romain Duris,1.1191129684448242
cast_Bern Collaço,1.1160593032836914
tfidf_september,1.115417242050171
cast_Richard Cetrone,1.1146461963653564
company_Big Cinema House,1.1128263473510742
tfidf_following,1.1117579936981201
company_Fine & Mellow Productions,1.1101837158203125
company_2.0 Entertainment,1.1060128211975098
company_珠江电影制片厂,1.0965372323989868
cast_Adria Allue,1.094443678855896
tfidf_causing,1.0920963287353516
tfidf_angeles,1.0917854309082031
tfidf_mission,1.0912611484527588
company_Willard Productions,1.090707778930664
tfidf_force,1.090460181236267
tfidf_number,1.0888235569000244
company_Funny,1.0870051383972168
tfidf_couple,1.0841655731201172
company_RGV Film Factory,1.0838398933410645
tfidf_ve,1.0824265480041504
cast_Rajesh,1.080521583557129
tfidf_runs,1.0795180797576904
company_Pixar,1.078908920288086
cast_James Franco,1.0731871128082275
cast_Kiran Shah,1.0722923278808594
cast_Tom Hardy,1.0690529346466064
tfidf_disappears,1.0676136016845703
company_Neo Studios,1.0658259391784668
tfidf_government,1.0624192953109741
cast_Dermot Mulroney,1.0601754188537598
company_Jaya Balaji Real Media,1.0596468448638916
cast_Michelle Cooper,1.0594476461410522
cast_Thandiwe Newton,1.0579769611358643
cast_Plasse,1.0573043823242188
cast_Natasha Lyonne,1.0529098510742188
cast_Dakota Johnson,1.0527620315551758
cast_Attila Árpa,1.0486669540405273
company_The Walt Disney Company CIS,1.0479495525360107
cast_Al Thompson,1.0473294258117676
cast_Awkwafina,1.045318603515625
cast_Cheri Oteri,1.0423663854599
genre_Romance,1.036182165145874
cast_Al Rodrigo,1.0347232818603516
company_Filmiran,1.0330311059951782
cast_Garik Kharlamov,1.030350685119629
tfidf_remote,1.028201937675476
company_New Line Cinema,1.0243208408355713
cast_Evgeniya Dmitrieva,1.0241053104400635
cast_Donna Murphy,1.021963119506836
company_The Mark Gordon Company,1.0204442739486694
company_Green Light Productions,1.0137779712677002
tfidf_kevin,1.0107077360153198
company_The Resistance (Resistance),1.0040998458862305
cast_Aaron V. Williamson,1.0038080215454102
company_Causeway Films,1.0014457702636719
tfidf_global,1.0006256103515625
company_American Zoetrope,0.9973999261856079
company_Warriors Of Wrestling (WOW),0.9921262264251709
company_20th Century Fox,0.989797055721283
cast_Tom McCarthy,0.9885603189468384
tfidf_maintain,0.9871701002120972
tfidf_head,0.9861311912536621
tfidf_effort,0.9843924045562744
cast_Ben Affleck,0.9833018183708191
company_DNA Films,0.9805068969726562
tfidf_terrifying,0.9789528846740723
tfidf_finds,0.9780453443527222
genre_Mystery,0.974213182926178
cast_Trisha Krishnan,0.9728056788444519
cast_hyuk,0.9687128067016602
tfidf_friendly,0.968191385269165
tfidf_movie,0.9674035906791687
tfidf_land,0.9658414721488953
cast_Daisuke Ban,0.963170051574707
company_Sri Kanakaratna Movies,0.9591832160949707
cast_Elvis Presley,0.958599328994751
cast_Atul Kulkarni,0.9583027958869934
tfidf_cases,0.9572997093200684
cast_Münir Özkul,0.9564118385314941
tfidf_learn,0.9562287330627441
tfidf_pilot,0.954432487487793
cast_Peter Gabriel,0.9511327743530273
company_Logos Films & Media,0.9503415822982788
tfidf_hatches,0.948646068572998
company_Camp / Thompson Pictures,0.9475045204162598
cast_Bradley Cooper,0.9463780522346497
company_Bleeding Edge,0.9462435245513916
cast_Al Sapienza,0.9459190368652344
tfidf_single,0.9407138824462891
company_Green Film Company,0.9390745162963867
tfidf_isn,0.9332766532897949
company_Ciné+,0.9301967620849609
tfidf_doll,0.9280134439468384
cast_Ty Olsson,0.9267359375953674
company_United Seven Combines,0.9243535995483398
company_Summit Entertainment,0.9235809445381165
cast_Roger Moore,0.91909259557724
tfidf_killer,0.9109545350074768
tfidf_psychiatrist,0.9087576866149902
tfidf_football,0.9075412750244141
company_Netflix International Pictures,0.8994045257568359
cast_Amanda Carolina Rodriguez,0.8975591659545898
tfidf_trouble,0.8961091041564941
company_Perry Productions,0.8940849304199219
tfidf_money,0.8921051025390625
tfidf_act,0.8918415904045105
tfidf_foil,0.8901474475860596
company_Canal+,0.8881872892379761
tfidf_coming,0.8850628733634949
company_Sheridan College,0.8844730854034424
tfidf_ultimately,0.8834881782531738
tfidf_took,0.8802626132965088
cast_Robert Wagner,0.8798516392707825
cast_Clint Howard,0.8786516189575195
cast_Andy Bradford,0.8782129287719727
tfidf_rescue,0.8771308660507202
tfidf_exact,0.8765668869018555
company_TSG Entertainment,0.8749198913574219
cast_Vladimir Yaglych,0.8709714412689209
company_La Suma CineTV,0.86981201171875
cast_Latifa Ouaou,0.8684501647949219
tfidf_mayor,0.8672061562538147
company_Blueprint Pictures,0.8648285865783691
cast_mi,0.8630728721618652
tfidf_heart,0.8603618741035461
company_3 in the Box,0.8601918816566467
